threads,time_sec,speedup,efficiency
1,1.005229,1.000000,1.000000
2,2.575379,0.390323,0.195161
4,1.725442,0.582592,0.145648
8,1.363631,0.737171,0.092146
16,1.429911,0.703001,0.043938
32,0.976453,1.029470,0.032171
64,0.796201,1.262532,0.019727
