threads,time_sec,speedup,efficiency
1,0.035580,1.000000,1.000000
2,0.048543,0.732958,0.366479
4,0.027795,1.280086,0.320022
8,0.019502,1.824428,0.228053
16,0.037761,0.942242,0.058890
32,0.030446,1.168626,0.036520
64,0.059229,0.600719,0.009386
