threads,time_sec,speedup,efficiency
1,0.003412,1.000000,1.000000
2,0.006907,0.493992,0.246996
4,0.004974,0.685967,0.171492
8,0.005961,0.572387,0.071548
16,0.006460,0.528173,0.033011
32,0.012846,0.265608,0.008300
64,0.030204,0.112965,0.001765
