threads,time_sec,speedup,efficiency
1,0.503201,1.000000,1.000000
2,0.555974,0.905080,0.452540
4,0.510852,0.985023,0.246256
8,0.519483,0.968657,0.121082
16,0.425200,1.183445,0.073965
32,0.493041,1.020607,0.031894
64,0.610727,0.823938,0.012874
