threads,time_sec,speedup,efficiency
1,0.003743,1.000000,1.000000
2,0.004317,0.867037,0.433518
4,0.005803,0.645011,0.161253
8,0.005162,0.725107,0.090638
16,0.003274,1.143250,0.071453
32,0.003658,1.023237,0.031976
64,0.007568,0.494582,0.007728
