threads,time_sec,speedup,efficiency
1,0.039663,1.000000,1.000000
2,0.017163,2.310960,1.155480
4,0.010067,3.939903,0.984976
8,0.007207,5.503399,0.687925
16,0.007577,5.234658,0.327166
32,0.009087,4.364807,0.136400
64,0.015649,2.534539,0.039602
