threads,time_sec,speedup,efficiency
1,5.255515,1.000000,1.000000
2,5.122777,1.025911,0.512956
4,5.118583,1.026752,0.256688
8,5.235763,1.003773,0.125472
16,5.303252,0.990999,0.061937
32,5.374445,0.977871,0.030558
64,5.431140,0.967663,0.015120
